FID,gemeindeschluessel,strassenschluessel,strasse
strassennamen.fid--3213a59_187d53d4470_f6c,5334002,2067,Krefelder Straße
strassennamen.fid--3213a59_187d53d4470_f6d,5334002,2070,Kronenberg
strassennamen.fid--3213a59_187d53d4470_f6e,5334002,2072,Krugenofen
strassennamen.fid--3213a59_187d53d4470_f6f,5334002,2076,Lochnerstraße
strassennamen.fid--3213a59_187d53d4470_f70,5334002,2078,Lothringerstraße
strassennamen.fid--3213a59_187d53d4470_f71,5334002,2080,Ludwigsallee
strassennamen.fid--3213a59_187d53d4470_f72,5334002,2082,Lütticher Straße
strassennamen.fid--3213a59_187d53d4470_f73,5334002,2085,Luisenstraße
strassennamen.fid--3213a59_187d53d4470_f74,5334002,2087,Maria-Theresia-Allee
strassennamen.fid--3213a59_187d53d4470_f75,5334002,2089,Melatener Straße
strassennamen.fid--3213a59_187d53d4470_f76,5334002,2091,Monschauer Straße
strassennamen.fid--3213a59_187d53d4470_f77,5334002,2095,Ottostraße
strassennamen.fid--3213a59_187d53d4470_f78,5334002,2097,Passstraße
strassennamen.fid--3213a59_187d53d4470_f79,5334002,2099,Peliserkerstraße
strassennamen.fid--3213a59_187d53d4470_f7a,5334002,2101,Pontstraße
strassennamen.fid--3213a59_187d53d4470_f7b,5334002,2105,Reinhardstraße
strassennamen.fid--3213a59_187d53d4470_f7c,5334002,2107,Reumontstraße
strassennamen.fid--3213a59_187d53d4470_f7d,5334002,2109,Rochusstraße
strassennamen.fid--3213a59_187d53d4470_f7e,5334002,2111,Rolandstraße
strassennamen.fid--3213a59_187d53d4470_f7f,5334002,2115,Rudolfstraße
strassennamen.fid--3213a59_187d53d4470_f80,5334002,2117,Sedanstraße
strassennamen.fid--3213a59_187d53d4470_f81,5334002,2119,Stolberger Straße
strassennamen.fid--3213a59_187d53d4470_f82,5334002,2121,Templergraben
strassennamen.fid--3213a59_187d53d4470_f83,5334002,2123,Trierer Straße
strassennamen.fid--3213a59_187d53d4470_f84,5334002,2126,Turmstraße
strassennamen.fid--3213a59_187d53d4470_f85,5334002,2128,Turpinstraße
strassennamen.fid--3213a59_187d53d4470_f86,5334002,2130,Vaalser Straße
strassennamen.fid--3213a59_187d53d4470_f87,5334002,2132,Viktoriastraße
strassennamen.fid--3213a59_187d53d4470_f88,5334002,2135,Zeppelinstraße
strassennamen.fid--3213a59_187d53d4470_f89,5334002,2137,Pariser Ring
strassennamen.fid--3213a59_187d53d4470_f8a,5334002,2141,An der Nikolauskirche
strassennamen.fid--3213a59_187d53d4470_f8b,5334002,2147,Trautnerstraße
strassennamen.fid--3213a59_187d53d4470_f8c,5334002,2148,Hoffmannallee
strassennamen.fid--3213a59_187d53d4470_f8d,5334002,2201,Hexenberg
strassennamen.fid--3213a59_187d53d4470_f8e,5334002,2202,Maastrichter Straße
strassennamen.fid--3213a59_187d53d4470_f8f,5334002,2203,Merkesdellweg
strassennamen.fid--3213a59_187d53d4470_f90,5334002,2204,Stachelkreuzweg
strassennamen.fid--3213a59_187d53d4470_f91,5334002,2205,Dornbruchweg
strassennamen.fid--3213a59_187d53d4470_f92,5334002,2206,Brückchenweg
strassennamen.fid--3213a59_187d53d4470_f93,5334002,2207,Büfferweg
strassennamen.fid--3213a59_187d53d4470_f94,5334002,2208,Jacques-Königstein-Promenade
strassennamen.fid--3213a59_187d53d4470_f95,5334002,2209,Segnistraße
strassennamen.fid--3213a59_187d53d4470_f96,5334002,2210,Rahrfeldweg
strassennamen.fid--3213a59_187d53d4470_f97,5334002,2211,Siederstraße
strassennamen.fid--3213a59_187d53d4470_f98,5334002,2212,Wilmersdorfer Straße
strassennamen.fid--3213a59_187d53d4470_f99,5334002,2213,Lotharstraße
strassennamen.fid--3213a59_187d53d4470_f9a,5334002,2214,Tempelhofer Straße
strassennamen.fid--3213a59_187d53d4470_f9b,5334002,2215,Ritterstraße
strassennamen.fid--3213a59_187d53d4470_f9c,5334002,2216,Herderstraße
strassennamen.fid--3213a59_187d53d4470_f9d,5334002,2217,Monnetweg
strassennamen.fid--3213a59_187d53d4470_f9e,5334002,2218,Lukasstraße
strassennamen.fid--3213a59_187d53d4470_f9f,5334002,2219,Hermann-Heusch-Platz
strassennamen.fid--3213a59_187d53d4470_fa0,5334002,2220,Emmi-Welter-Straße
strassennamen.fid--3213a59_187d53d4470_fa1,5334002,2221,Madrider Ring
strassennamen.fid--3213a59_187d53d4470_fa2,5334002,2222,Goldammerweg
strassennamen.fid--3213a59_187d53d4470_fa3,5334002,2223,Wolfsschluchtweg
strassennamen.fid--3213a59_187d53d4470_fa4,5334002,2224,Kuckhoffstraße
strassennamen.fid--3213a59_187d53d4470_fa5,5334002,2225,Synagogenplatz
strassennamen.fid--3213a59_187d53d4470_fa6,5334002,2226,Drei-Rosen-Winkel
strassennamen.fid--3213a59_187d53d4470_fa7,5334002,2227,Brandenburgweg
strassennamen.fid--3213a59_187d53d4470_fa8,5334002,2228,Philipsstraße
strassennamen.fid--3213a59_187d53d4470_fa9,5334002,2229,Eckertweg
strassennamen.fid--3213a59_187d53d4470_faa,5334002,2230,Aachener-und-Münchener-Allee
strassennamen.fid--3213a59_187d53d4470_fab,5334002,2231,Mattschö-Moll-Weg
strassennamen.fid--3213a59_187d53d4470_fac,5334002,2232,Anton-Kurze-Allee
strassennamen.fid--3213a59_187d53d4470_fad,5334002,2233,Goffartstraße
strassennamen.fid--3213a59_187d53d4470_fae,5334002,2234,Professor-Beltz-Weg
strassennamen.fid--3213a59_187d53d4470_faf,5334002,2235,Johannes-Ernst-Platz
strassennamen.fid--3213a59_187d53d4470_fb0,5334002,2236,Rudolf-Schwarz-Weg
strassennamen.fid--3213a59_187d53d4470_fb1,5334002,2237,Willy-Brandt-Platz
strassennamen.fid--3213a59_187d53d4470_fb2,5334002,2238,Bischof-Hemmerle-Weg
strassennamen.fid--3213a59_187d53d4470_fb3,5334002,2239,Anna-Sittarz-Platz
strassennamen.fid--3213a59_187d53d4470_fb4,5334002,2240,Ungarnplatz
strassennamen.fid--3213a59_187d53d4470_fb5,5334002,2241,Bastogne City
strassennamen.fid--3213a59_187d53d4470_fb6,5334002,2242,Elsternweg
strassennamen.fid--3213a59_187d53d4470_fb7,5334002,2243,Heinrich-Hollands-Straße
strassennamen.fid--3213a59_187d53d4470_fb8,5334002,2244,Hans-Stercken-Platz
strassennamen.fid--3213a59_187d53d4470_fb9,5334002,2245,Hans-von-Reutlingen-Gasse
strassennamen.fid--3213a59_187d53d4470_fba,5334002,2246,Alter Posthof
strassennamen.fid--3213a59_187d53d4470_fbb,5334002,2247,Johannes-Paul-II.-Straße
strassennamen.fid--3213a59_187d53d4470_fbc,5334002,2248,An der Glashütte
strassennamen.fid--3213a59_187d53d4470_fbd,5334002,2501,Arensgasse
strassennamen.fid--3213a59_187d53d4470_fbe,5334002,2502,Rindsbergweg
strassennamen.fid--3213a59_187d53d4470_fbf,5334002,2503,Am Forsthaus
strassennamen.fid--3213a59_187d53d4470_fc0,5334002,2504,Sigsfeldstraße
strassennamen.fid--3213a59_187d53d4470_fc1,5334002,2505,Am Hoerfeld
strassennamen.fid--3213a59_187d53d4470_fc2,5334002,2506,Am Pannes
strassennamen.fid--3213a59_187d53d4470_fc3,5334002,2507,Am Rollefer Berg
strassennamen.fid--3213a59_187d53d4470_fc4,5334002,2509,Brander Heide
strassennamen.fid--3213a59_187d53d4470_fc5,5334002,2510,Auf der Ell
strassennamen.fid--3213a59_187d53d4470_fc6,5334002,2514,Birkenstraße
strassennamen.fid--3213a59_187d53d4470_fc7,5334002,2515,Buchenheck
strassennamen.fid--3213a59_187d53d4470_fc8,5334002,2516,Buschstraße
strassennamen.fid--3213a59_187d53d4470_fc9,5334002,2517,Deltourserb
strassennamen.fid--3213a59_187d53d4470_fca,5334002,2518,Donatusstraße
strassennamen.fid--3213a59_187d53d4470_fcb,5334002,2519,Dr.-Josef-Lamby-Straße
strassennamen.fid--3213a59_187d53d4470_fcc,5334002,2520,Eckenerstraße
strassennamen.fid--3213a59_187d53d4470_fcd,5334002,2521,Eilendorfer Straße
strassennamen.fid--3213a59_187d53d4470_fce,5334002,2522,Ellerstraße
strassennamen.fid--3213a59_187d53d4470_fcf,5334002,2523,Erberichshofstraße
strassennamen.fid--3213a59_187d53d4470_fd0,5334002,2524,Erftstraße
strassennamen.fid--3213a59_187d53d4470_fd1,5334002,2525,Freunder Heideweg
strassennamen.fid--3213a59_187d53d4470_fd2,5334002,2526,Röhrigstraße
strassennamen.fid--3213a59_187d53d4470_fd3,5334002,2527,Goertzbrunnstraße
strassennamen.fid--3213a59_187d53d4470_fd4,5334002,2528,Jackstraße
strassennamen.fid--3213a59_187d53d4470_fd5,5334002,2529,Grachtstraße
strassennamen.fid--3213a59_187d53d4470_fd6,5334002,2531,Heidestraße
strassennamen.fid--3213a59_187d53d4470_fd7,5334002,2532,Hermann-Löns-Straße
strassennamen.fid--3213a59_187d53d4470_fd8,5334002,2533,Hochstraße
strassennamen.fid--3213a59_187d53d4470_fd9,5334002,2534,Hubertusweg
strassennamen.fid--3213a59_187d53d4470_fda,5334002,2535,Im Brander Feld
strassennamen.fid--3213a59_187d53d4470_fdb,5334002,2536,Im Tannengrund
strassennamen.fid--3213a59_187d53d4470_fdc,5334002,2537,Im Wiesengrund
strassennamen.fid--3213a59_187d53d4470_fdd,5334002,2538,In den Heimstätten
strassennamen.fid--3213a59_187d53d4470_fde,5334002,2539,Jägerspfad
strassennamen.fid--3213a59_187d53d4470_fdf,5334002,2540,Josefsallee
strassennamen.fid--3213a59_187d53d4470_fe0,5334002,2542,Karl-Kuck-Straße
strassennamen.fid--3213a59_187d53d4470_fe1,5334002,2543,Katzensteinweg
strassennamen.fid--3213a59_187d53d4470_fe2,5334002,2544,Kirchheidstraße
strassennamen.fid--3213a59_187d53d4470_fe3,5334002,2545,Donatusplatz
strassennamen.fid--3213a59_187d53d4470_fe4,5334002,2546,Kleinbahnstraße
strassennamen.fid--3213a59_187d53d4470_fe5,5334002,2547,Kolpingstraße
strassennamen.fid--3213a59_187d53d4470_fe6,5334002,2548,Komericher Weg
strassennamen.fid--3213a59_187d53d4470_fe7,5334002,2549,Krauthausener Straße
strassennamen.fid--3213a59_187d53d4470_fe8,5334002,2550,Marktplatz
strassennamen.fid--3213a59_187d53d4470_fe9,5334002,2551,Marktstraße
strassennamen.fid--3213a59_187d53d4470_fea,5334002,2553,Niederforstbacher Straße
strassennamen.fid--3213a59_187d53d4470_feb,5334002,2554,Nordstraße
strassennamen.fid--3213a59_187d53d4470_fec,5334002,2555,Pützgasse
strassennamen.fid--3213a59_187d53d4470_fed,5334002,2556,Richard-Wagner-Straße
strassennamen.fid--3213a59_187d53d4470_fee,5334002,2557,Ringstraße
strassennamen.fid--3213a59_187d53d4470_fef,5334002,2558,Rollefstraße
strassennamen.fid--3213a59_187d53d4470_ff0,5334002,2559,Sebastianusweg
strassennamen.fid--3213a59_187d53d4470_ff1,5334002,2560,Brahmsstraße
strassennamen.fid--3213a59_187d53d4470_ff2,5334002,2561,Schroufstraße
strassennamen.fid--3213a59_187d53d4470_ff3,5334002,2562,Rollefbachweg
strassennamen.fid--3213a59_187d53d4470_ff4,5334002,2563,Freunder Landstraße
strassennamen.fid--3213a59_187d53d4470_ff5,5334002,2566,Vennblick
strassennamen.fid--3213a59_187d53d4470_ff6,5334002,2567,Vinzenzstraße
strassennamen.fid--3213a59_187d53d4470_ff7,5334002,2568,Weiern
strassennamen.fid--3213a59_187d53d4470_ff8,5334002,2569,Wendelinstraße
strassennamen.fid--3213a59_187d53d4470_ff9,5334002,2570,Wolferskaul
strassennamen.fid--3213a59_187d53d4470_ffa,5334002,2571,Zehntstraße
strassennamen.fid--3213a59_187d53d4470_ffb,5334002,2572,Am Reulert
strassennamen.fid--3213a59_187d53d4470_ffc,5334002,2573,Georgstraße
strassennamen.fid--3213a59_187d53d4470_ffd,5334002,2574,Albert-Schweitzer-Straße
strassennamen.fid--3213a59_187d53d4470_ffe,5334002,2575,Indeweg
strassennamen.fid--3213a59_187d53d4470_fff,5334002,2576,Am Finkenschlag
strassennamen.fid--3213a59_187d53d4470_1000,5334002,2577,Amselweg
strassennamen.fid--3213a59_187d53d4470_1001,5334002,2578,Am Tiergarten
strassennamen.fid--3213a59_187d53d4470_1002,5334002,2580,Benediktusstraße
strassennamen.fid--3213a59_187d53d4470_1003,5334002,2581,Drosselpfad
strassennamen.fid--3213a59_187d53d4470_1004,5334002,2582,Eschenallee
strassennamen.fid--3213a59_187d53d4470_1005,5334002,2583,Fuchspfad
strassennamen.fid--3213a59_187d53d4470_1006,5334002,2585,Hamsterweg
strassennamen.fid--3213a59_187d53d4470_1007,5334002,2587,Wolfsacker
strassennamen.fid--3213a59_187d53d4470_1008,5334002,2588,Eichelhäherweg
strassennamen.fid--3213a59_187d53d4470_1009,5334002,2590,Im Kollenbruch
strassennamen.fid--3213a59_187d53d4470_100a,5334002,2591,Im Krähenfeld
strassennamen.fid--3213a59_187d53d4470_100b,5334002,2592,Kitzenpfad
strassennamen.fid--3213a59_187d53d4470_100c,5334002,2594,Wirtzstraße
strassennamen.fid--3213a59_187d53d4470_100d,5334002,2595,Bonhoefferstraße
strassennamen.fid--3213a59_187d53d4470_100e,5334002,2596,Zehntweg
strassennamen.fid--3213a59_187d53d4470_100f,5334002,2597,Walkweg
strassennamen.fid--3213a59_187d53d4470_1010,5334002,2598,Starenweg
strassennamen.fid--3213a59_187d53d4470_1011,5334002,2601,Ulmenstraße
strassennamen.fid--3213a59_187d53d4470_1012,5334002,2602,Am Bach
strassennamen.fid--3213a59_187d53d4470_1013,5334002,2603,Am Bayerhaus
strassennamen.fid--3213a59_187d53d4470_1014,5334002,2604,Am Bongard
strassennamen.fid--3213a59_187d53d4470_1015,5334002,2606,Debyestraße
strassennamen.fid--3213a59_187d53d4470_1016,5334002,2607,Am Tunnel
strassennamen.fid--3213a59_187d53d4470_1017,5334002,2608,Urbanstraße
strassennamen.fid--3213a59_187d53d4470_1018,5334002,2610,Apolloniastraße
strassennamen.fid--3213a59_187d53d4470_1019,5334002,2612,Auf dem Foerbrich
strassennamen.fid--3213a59_187d53d4470_101a,5334002,2613,Auf dem Juch
strassennamen.fid--3213a59_187d53d4470_101b,5334002,2614,Hansmannstraße
strassennamen.fid--3213a59_187d53d4470_101c,5334002,2615,Birkstraße
strassennamen.fid--3213a59_187d53d4470_101d,5334002,2616,Brander Straße
strassennamen.fid--3213a59_187d53d4470_101e,5334002,2618,Brückstraße
strassennamen.fid--3213a59_187d53d4470_101f,5334002,2620,Bruchstraße
strassennamen.fid--3213a59_187d53d4470_1020,5334002,2623,Forster Straße
strassennamen.fid--3213a59_187d53d4470_1021,5334002,2625,Freunder Straße
strassennamen.fid--3213a59_187d53d4470_1022,5334002,2626,Friedrich-Wilhelm-Straße
strassennamen.fid--3213a59_187d53d4470_1023,5334002,2627,Galmeistraße
strassennamen.fid--3213a59_187d53d4470_1024,5334002,2628,Grubenstraße
strassennamen.fid--3213a59_187d53d4470_1025,5334002,2630,Gut Weide
strassennamen.fid--3213a59_187d53d4470_1026,5334002,2633,Haarhofstraße
strassennamen.fid--3213a59_187d53d4470_1027,5334002,2634,Halfendriesch
strassennamen.fid--3213a59_187d53d4470_1028,5334002,2635,Heckstraße
strassennamen.fid--3213a59_187d53d4470_1029,5334002,2636,Betzelterstraße
strassennamen.fid--3213a59_187d53d4470_102a,5334002,2637,Herrenbergstraße
strassennamen.fid--3213a59_187d53d4470_102b,5334002,2638,Kalkbergstraße
strassennamen.fid--3213a59_187d53d4470_102c,5334002,2639,Im Ellerbruch
strassennamen.fid--3213a59_187d53d4470_102d,5334002,2640,Johannesstraße
strassennamen.fid--3213a59_187d53d4470_102e,5334002,2641,Josefstraße
strassennamen.fid--3213a59_187d53d4470_102f,5334002,2642,Kaiserstraße
strassennamen.fid--3213a59_187d53d4470_1030,5334002,2643,Apolloniaweg
strassennamen.fid--3213a59_187d53d4470_1031,5334002,2644,Karlstraße
strassennamen.fid--3213a59_187d53d4470_1032,5334002,2646,Kirchplatz
strassennamen.fid--3213a59_187d53d4470_1033,5334002,2647,Kirchfeldstraße
strassennamen.fid--3213a59_187d53d4470_1034,5334002,2648,Kehrbrückstraße
strassennamen.fid--3213a59_187d53d4470_1035,5334002,2649,Krebsstraße
strassennamen.fid--3213a59_187d53d4470_1036,5334002,2650,Müselterweg
strassennamen.fid--3213a59_187d53d4470_1037,5334002,2651,Lindenstraße
strassennamen.fid--3213a59_187d53d4470_1038,5334002,2652,Marienstraße
strassennamen.fid--3213a59_187d53d4470_1039,5334002,2653,Markusstraße
strassennamen.fid--3213a59_187d53d4470_103a,5334002,2654,Moritz-Braun-Straße
strassennamen.fid--3213a59_187d53d4470_103b,5334002,2655,Cäcilienstraße
strassennamen.fid--3213a59_187d53d4470_103c,5334002,2656,Nirmer Platz
strassennamen.fid--3213a59_187d53d4470_103d,5334002,2657,Neuenhofstraße
strassennamen.fid--3213a59_187d53d4470_103e,5334002,2658,Rödgerbachstraße
strassennamen.fid--3213a59_187d53d4470_103f,5334002,2659,Nirmer Straße
strassennamen.fid--3213a59_187d53d4470_1040,5334002,2661,Halfenstraße
strassennamen.fid--3213a59_187d53d4470_1041,5334002,2662,Schlackstraße
strassennamen.fid--3213a59_187d53d4470_1042,5334002,2663,Breitbendenstraße
strassennamen.fid--3213a59_187d53d4470_1043,5334002,2664,Rödgener Straße
strassennamen.fid--3213a59_187d53d4470_1044,5334002,2666,Schilderstraße
strassennamen.fid--3213a59_187d53d4470_1045,5334002,2667,Kleebachstraße
strassennamen.fid--3213a59_187d53d4470_1046,5334002,2668,Schulstraße
strassennamen.fid--3213a59_187d53d4470_1047,5334002,2669,Severinstraße
strassennamen.fid--3213a59_187d53d4470_1048,5334002,2670,Stapperstraße
strassennamen.fid--3213a59_187d53d4470_1049,5334002,2671,Steinstraße
strassennamen.fid--3213a59_187d53d4470_104a,5334002,2672,Kirchweidweg
strassennamen.fid--3213a59_187d53d4470_104b,5334002,2673,Stollenweg
strassennamen.fid--3213a59_187d53d4470_104c,5334002,2674,Von-Coels-Straße
strassennamen.fid--3213a59_187d53d4470_104d,5334002,2675,Von-Stauffenberg-Straße
strassennamen.fid--3213a59_187d53d4470_104e,5334002,2676,Wamichstraße
strassennamen.fid--3213a59_187d53d4470_104f,5334002,2678,Suttnerstraße
strassennamen.fid--3213a59_187d53d4470_1050,5334002,2680,Brühlstraße
strassennamen.fid--3213a59_187d53d4470_1051,5334002,2685,Prunkweg
strassennamen.fid--3213a59_187d53d4470_1052,5334002,2690,Auf Trimpersfeld
strassennamen.fid--3213a59_187d53d4470_1053,5334002,2691,Kirchgässchen
strassennamen.fid--3213a59_187d53d4470_1054,5334002,2692,Scheidmühlenweg
strassennamen.fid--3213a59_187d53d4470_1055,5334002,2694,Johanneswinkel
strassennamen.fid--3213a59_187d53d4470_1056,5334002,2695,Schubertstraße
strassennamen.fid--3213a59_187d53d4470_1057,5334002,2696,Hahnweg
strassennamen.fid--3213a59_187d53d4470_1058,5334002,2697,Zieglerstraße
strassennamen.fid--3213a59_187d53d4470_1059,5334002,2702,Am Brombeerhang
strassennamen.fid--3213a59_187d53d4470_105a,5334002,2703,Am Kreuz
strassennamen.fid--3213a59_187d53d4470_105b,5334002,2704,Am Schlossteich
strassennamen.fid--3213a59_187d53d4470_105c,5334002,2705,Am Schönauer Acker
strassennamen.fid--3213a59_187d53d4470_105d,5334002,2706,Schönauer Bach
strassennamen.fid--3213a59_187d53d4470_105e,5334002,2707,Am Schönauer Hang
strassennamen.fid--3213a59_187d53d4470_105f,5334002,2708,Am Sonnenlehen
strassennamen.fid--3213a59_187d53d4470_1060,5334002,2709,An der Vorburg
strassennamen.fid--3213a59_187d53d4470_1061,5334002,2710,Auf der Schönauer Höhe
strassennamen.fid--3213a59_187d53d4470_1062,5334002,2711,Amstelbachstraße
strassennamen.fid--3213a59_187d53d4470_1063,5334002,2712,Banker-Feld-Straße
strassennamen.fid--3213a59_187d53d4470_1064,5334002,2713,Berensberger Straße
strassennamen.fid--3213a59_187d53d4470_1065,5334002,2714,Berensberger Winkel
strassennamen.fid--3213a59_187d53d4470_1066,5334002,2715,Butzweide
strassennamen.fid--3213a59_187d53d4470_1067,5334002,2716,Fassinstraße
strassennamen.fid--3213a59_187d53d4470_1068,5334002,2717,Freiherrenstraße
strassennamen.fid--3213a59_187d53d4470_1069,5334002,2718,Schreberstraße
strassennamen.fid--3213a59_187d53d4470_106a,5334002,2719,Gierstraße
strassennamen.fid--3213a59_187d53d4470_106b,5334002,2720,Pützdriesch
strassennamen.fid--3213a59_187d53d4470_106c,5334002,2721,Grünenthal
strassennamen.fid--3213a59_187d53d4470_106d,5334002,2722,Grünenthaler Straße
strassennamen.fid--3213a59_187d53d4470_106e,5334002,2723,Dellstraße
strassennamen.fid--3213a59_187d53d4470_106f,5334002,2724,Richtericher Straße
strassennamen.fid--3213a59_187d53d4470_1070,5334002,2725,Hander Weg
strassennamen.fid--3213a59_187d53d4470_1071,5334002,2726,Hasenwaldstraße
strassennamen.fid--3213a59_187d53d4470_1072,5334002,2727,Siebweg
strassennamen.fid--3213a59_187d53d4470_1073,5334002,2729,Elsenborn
strassennamen.fid--3213a59_187d53d4470_1074,5334002,2730,Horbacher Straße
strassennamen.fid--3213a59_187d53d4470_1075,5334002,2732,Im Erkfeld
strassennamen.fid--3213a59_187d53d4470_1076,5334002,2733,In der Heide
strassennamen.fid--3213a59_187d53d4470_1077,5334002,2734,In der Schönauer Aue
strassennamen.fid--3213a59_187d53d4470_1078,5334002,2735,Josef-Ponten-Straße
strassennamen.fid--3213a59_187d53d4470_1079,5334002,2738,Küppershofweg
strassennamen.fid--3213a59_187d53d4470_107a,5334002,2739,Tittardsfeld
strassennamen.fid--3213a59_187d53d4470_107b,5334002,2740,Martinusstraße
strassennamen.fid--3213a59_187d53d4470_107c,5334002,2741,Parkstraße
strassennamen.fid--3213a59_187d53d4470_107d,5334002,2742,Rathausplatz
strassennamen.fid--3213a59_187d53d4470_107e,5334002,2746,Schloss-Schönau-Straße
strassennamen.fid--3213a59_187d53d4470_107f,5334002,2747,Schönauer Allee
strassennamen.fid--3213a59_187d53d4470_1080,5334002,2748,Schönauer Pfad
strassennamen.fid--3213a59_187d53d4470_1081,5334002,2749,Uersfeld
strassennamen.fid--3213a59_187d53d4470_1082,5334002,2750,Vetschauer Weg
strassennamen.fid--3213a59_187d53d4470_1083,5334002,2751,Von-Broich-Straße
strassennamen.fid--3213a59_187d53d4470_1084,5334002,2752,Weinhauser Weid
strassennamen.fid--3213a59_187d53d4470_1085,5334002,2753,Weinweg
strassennamen.fid--3213a59_187d53d4470_1086,5334002,2754,Lehnsherrenstraße
strassennamen.fid--3213a59_187d53d4470_1087,5334002,2755,Bremenberg
strassennamen.fid--3213a59_187d53d4470_1088,5334002,2756,Forsterheider Straße
strassennamen.fid--3213a59_187d53d4470_1089,5334002,2757,Haus-Heyden-Straße
strassennamen.fid--3213a59_187d53d4470_108a,5334002,2760,Oberdorfstraße
strassennamen.fid--3213a59_187d53d4470_108b,5334002,2761,Rosenstraße
strassennamen.fid--3213a59_187d53d4470_108c,5334002,2762,Scherbstraße
strassennamen.fid--3213a59_187d53d4470_108d,5334002,2763,Katschenbruchstraße
strassennamen.fid--3213a59_187d53d4470_108e,5334002,2764,Wiesenweg
strassennamen.fid--3213a59_187d53d4470_108f,5334002,2765,Bückerhofer Weg
strassennamen.fid--3213a59_187d53d4470_1090,5334002,2766,Geuchter Weg
strassennamen.fid--3213a59_187d53d4470_1091,5334002,2773,Fischweiher
strassennamen.fid--3213a59_187d53d4470_1092,5334002,2774,Kohlweg
strassennamen.fid--3213a59_187d53d4470_1093,5334002,2775,Alter Heerler Weg
strassennamen.fid--3213a59_187d53d4470_1094,5334002,2776,Bocholtzer Weg
strassennamen.fid--3213a59_187d53d4470_1095,5334002,2777,Dicker-Busch-Weg
strassennamen.fid--3213a59_187d53d4470_1096,5334002,2778,Franzosenweg
strassennamen.fid--3213a59_187d53d4470_1097,5334002,2779,Frohnrather Feldweg
strassennamen.fid--3213a59_187d53d4470_1098,5334002,2780,Frohnrather Weg
strassennamen.fid--3213a59_187d53d4470_1099,5334002,2781,Geuchter Feldweg
strassennamen.fid--3213a59_187d53d4470_109a,5334002,2784,Heyder Feldweg
strassennamen.fid--3213a59_187d53d4470_109b,5334002,2785,Katzenpolsweg
strassennamen.fid--3213a59_187d53d4470_109c,5334002,2788,Pütz-Eich-Weg
strassennamen.fid--3213a59_187d53d4470_109d,5334002,2789,Schelmshager Weg
strassennamen.fid--3213a59_187d53d4470_109e,5334002,2790,Soreter Weg
strassennamen.fid--3213a59_187d53d4470_109f,5334002,2791,Steinkauler Weg
strassennamen.fid--3213a59_187d53d4470_10a0,5334002,2792,Tute Patt
strassennamen.fid--3213a59_187d53d4470_10a1,5334002,2793,Uersfelder Fußpfad
strassennamen.fid--3213a59_187d53d4470_10a2,5334002,2795,Mühlenfeldweg
strassennamen.fid--3213a59_187d53d4470_10a3,5334002,2797,Erkwiesenstraße
strassennamen.fid--3213a59_187d53d4470_10a4,5334002,2801,Ahornweg
strassennamen.fid--3213a59_187d53d4470_10a5,5334002,2802,Am Burgberg
strassennamen.fid--3213a59_187d53d4470_10a6,5334002,2803,Am Haarberg
strassennamen.fid--3213a59_187d53d4470_10a7,5334002,2804,Am Kaninsberg
strassennamen.fid--3213a59_187d53d4470_10a8,5334002,2805,Am Mühlenteich
strassennamen.fid--3213a59_187d53d4470_10a9,5334002,2806,Am Ravelsberg
strassennamen.fid--3213a59_187d53d4470_10aa,5334002,2807,Am Rosengarten
strassennamen.fid--3213a59_187d53d4470_10ab,5334002,2808,Auf Überhaaren
strassennamen.fid--3213a59_187d53d4470_10ac,5334002,2809,Haarener Gracht
strassennamen.fid--3213a59_187d53d4470_10ad,5334002,2810,Birkenweg
strassennamen.fid--3213a59_187d53d4470_10ae,5334002,2811,Buschfeldweg
strassennamen.fid--3213a59_187d53d4470_10af,5334002,2812,Würselener Straße
strassennamen.fid--3213a59_187d53d4470_10b0,5334002,2813,Eichenstraße
strassennamen.fid--3213a59_187d53d4470_10b1,5334002,2814,Haarbachtalstraße
strassennamen.fid--3213a59_187d53d4470_10b2,5334002,2815,Eibenweg
strassennamen.fid--3213a59_187d53d4470_10b3,5334002,2816,Friedenstraße
strassennamen.fid--3213a59_187d53d4470_10b4,5334002,2817,Hainbuchenweg
strassennamen.fid--3213a59_187d53d4470_10b5,5334002,2818,Broichweidener Weg
strassennamen.fid--3213a59_187d53d4470_10b6,5334002,2819,Alt-Haarener Straße
strassennamen.fid--3213a59_187d53d4470_10b7,5334002,2820,Heidchenweg
strassennamen.fid--3213a59_187d53d4470_10b8,5334002,2821,Heimstraße
strassennamen.fid--3213a59_187d53d4470_10b9,5334002,2822,Hergelsmühlenweg
strassennamen.fid--3213a59_187d53d4470_10ba,5334002,2823,Burghöhenweg
strassennamen.fid--3213a59_187d53d4470_10bb,5334002,2824,Hofenburger Straße
strassennamen.fid--3213a59_187d53d4470_10bc,5334002,2825,In den Atzenbenden
strassennamen.fid--3213a59_187d53d4470_10bd,5334002,2826,Hofenbornstraße
strassennamen.fid--3213a59_187d53d4470_10be,5334002,2827,Germanusstraße
strassennamen.fid--3213a59_187d53d4470_10bf,5334002,2828,Kirchweg
strassennamen.fid--3213a59_187d53d4470_10c0,5334002,2829,Kochstraße
strassennamen.fid--3213a59_187d53d4470_10c1,5334002,2830,Gärtnerstraße
strassennamen.fid--3213a59_187d53d4470_10c2,5334002,2831,Kreuzstraße
strassennamen.fid--3213a59_187d53d4470_10c3,5334002,2832,Laachgasse
