FID,gemeindeschluessel,strassenschluessel,strasse
strassennamen.fid--3213a59_187d53d4470_1220,5334002,3484,Fingerhutsmühlenweg
strassennamen.fid--3213a59_187d53d4470_1221,5334002,3485,Kuckelkornweg
strassennamen.fid--3213a59_187d53d4470_1222,5334002,3486,Mühlenweidweg
strassennamen.fid--3213a59_187d53d4470_1223,5334002,3487,Schuttenhofweg
strassennamen.fid--3213a59_187d53d4470_1224,5334002,3488,Wolfsbendenstraße
strassennamen.fid--3213a59_187d53d4470_1225,5334002,3489,Kaubendenstraße
strassennamen.fid--3213a59_187d53d4470_1226,5334002,3490,Kellershaustraße
strassennamen.fid--3213a59_187d53d4470_1227,5334002,3491,Lontzenweg
strassennamen.fid--3213a59_187d53d4470_1228,5334002,3492,Pauwelsstraße
strassennamen.fid--3213a59_187d53d4470_1229,5334002,3493,Am Gut Bau
strassennamen.fid--3213a59_187d53d4470_122a,5334002,3494,Am Lütterbüschgen
strassennamen.fid--3213a59_187d53d4470_122b,5334002,3495,Im Erb
strassennamen.fid--3213a59_187d53d4470_122c,5334002,3496,Krauthausener Heide
strassennamen.fid--3213a59_187d53d4470_122d,5334002,3497,Kullenhofwinkel
strassennamen.fid--3213a59_187d53d4470_122e,5334002,3498,Paul-Gerhardt-Straße
strassennamen.fid--3213a59_187d53d4470_122f,5334002,3499,Purweider Winkel
strassennamen.fid--3213a59_187d53d4470_1230,5334002,3500,Schönauer Friede
strassennamen.fid--3213a59_187d53d4470_1231,5334002,3501,Soerser Winkel
strassennamen.fid--3213a59_187d53d4470_1232,5334002,3502,Buschweg
strassennamen.fid--3213a59_187d53d4470_1233,5334002,3503,Girlachsgraben
strassennamen.fid--3213a59_187d53d4470_1234,5334002,3504,Bayersbusch
strassennamen.fid--3213a59_187d53d4470_1235,5334002,3505,Buschbenden
strassennamen.fid--3213a59_187d53d4470_1236,5334002,3506,Gringelsbach
strassennamen.fid--3213a59_187d53d4470_1237,5334002,3507,Hirzenrott
strassennamen.fid--3213a59_187d53d4470_1238,5334002,3508,Pascalstraße
strassennamen.fid--3213a59_187d53d4470_1239,5334002,3509,Romerich
strassennamen.fid--3213a59_187d53d4470_123a,5334002,3510,Toledoring
strassennamen.fid--3213a59_187d53d4470_123b,5334002,3511,Rote Gasse
strassennamen.fid--3213a59_187d53d4470_123c,5334002,3512,Vennbahnweg
strassennamen.fid--3213a59_187d53d4470_123d,5334002,3513,Tuchmacherweg
strassennamen.fid--3213a59_187d53d4470_123e,5334002,3514,Corrgasse
strassennamen.fid--3213a59_187d53d4470_123f,5334002,3515,Severinusplatz
strassennamen.fid--3213a59_187d53d4470_1240,5334002,3517,Neukellerweg
strassennamen.fid--3213a59_187d53d4470_1241,5334002,3518,Zieglersteg
strassennamen.fid--3213a59_187d53d4470_1242,5334002,3519,Wilburgpfad
strassennamen.fid--3213a59_187d53d4470_1243,5334002,3520,Philipp-Neri-Weg
strassennamen.fid--3213a59_187d53d4470_1244,5334002,3521,Schwester-Sibylla-Weg
strassennamen.fid--3213a59_187d53d4470_1245,5334002,3522,Franz-Pauly-Straße
strassennamen.fid--3213a59_187d53d4470_1246,5334002,3523,Schönebergstraße
strassennamen.fid--3213a59_187d53d4470_1247,5334002,3524,Am Schiefen Eck
strassennamen.fid--3213a59_187d53d4470_1248,5334002,3525,Schlottfelder Winkel
strassennamen.fid--3213a59_187d53d4470_1249,5334002,3526,Auf dem Knopp
strassennamen.fid--3213a59_187d53d4470_124a,5334002,3527,Paul-Küpper-Platz
strassennamen.fid--3213a59_187d53d4470_124b,5334002,3528,Reutershagwinkel
strassennamen.fid--3213a59_187d53d4470_124c,5334002,3529,Wolferskaulwinkel
strassennamen.fid--3213a59_187d53d4470_124d,5334002,3530,Heinrich-Thomas-Platz
strassennamen.fid--3213a59_187d53d4470_124e,5334002,3531,Am Venskyhäuschen
strassennamen.fid--3213a59_187d53d4470_124f,5334002,3532,Weißdornweg
strassennamen.fid--3213a59_187d53d4470_1250,5334002,3533,Heinrich-Lehmann-Platz
strassennamen.fid--3213a59_187d53d4470_1251,5334002,3534,Müselterwinkel
strassennamen.fid--3213a59_187d53d4470_1252,5334002,3535,Heinrich-Heuser-Weg
strassennamen.fid--3213a59_187d53d4470_1253,5334002,3536,Im Süsterfeld
strassennamen.fid--3213a59_187d53d4470_1254,5334002,3537,Jean-Bremen-Straße
strassennamen.fid--3213a59_187d53d4470_1255,5334002,3538,Lichtenbuscher Weg
strassennamen.fid--3213a59_187d53d4470_1256,5334002,3539,Wilhelm-Grasmehr-Straße
strassennamen.fid--3213a59_187d53d4470_1257,5334002,3540,Am Alten Wasserwerk
strassennamen.fid--3213a59_187d53d4470_1258,5334002,3541,Schurzelter Winkel
strassennamen.fid--3213a59_187d53d4470_1259,5334002,3542,Laurentiushang
strassennamen.fid--3213a59_187d53d4470_125a,5334002,3543,Schwester-Zita-Weg
strassennamen.fid--3213a59_187d53d4470_125b,5334002,3544,Hans-Haase-Weg
strassennamen.fid--3213a59_187d53d4470_125c,5334002,3545,An der Ölmühle
strassennamen.fid--3213a59_187d53d4470_125d,5334002,3546,Avantisallee
strassennamen.fid--3213a59_187d53d4470_125e,5334002,3547,Forum
strassennamen.fid--3213a59_187d53d4470_125f,5334002,3550,Bohr
strassennamen.fid--3213a59_187d53d4470_1260,5334002,3551,Cavendish
strassennamen.fid--3213a59_187d53d4470_1261,5334002,3552,Diesel
strassennamen.fid--3213a59_187d53d4470_1262,5334002,3554,Fourier
strassennamen.fid--3213a59_187d53d4470_1263,5334002,3557,Galvani
strassennamen.fid--3213a59_187d53d4470_1264,5334002,3559,Huygens
strassennamen.fid--3213a59_187d53d4470_1265,5334002,3576,Rutherford
strassennamen.fid--3213a59_187d53d4470_1266,5334002,3577,Ramsay
strassennamen.fid--3213a59_187d53d4470_1267,5334002,3578,Snellius
strassennamen.fid--3213a59_187d53d4470_1268,5334002,3583,Auf der Wildnis
strassennamen.fid--3213a59_187d53d4470_1269,5334002,3584,Sandkull
strassennamen.fid--3213a59_187d53d4470_126a,5334002,3585,Ulmenallee
strassennamen.fid--3213a59_187d53d4470_126b,5334002,3586,Benno-Levy-Weg
strassennamen.fid--3213a59_187d53d4470_126c,5334002,3587,Im Husebruch
strassennamen.fid--3213a59_187d53d4470_126d,5334002,3588,Cockerillpark
strassennamen.fid--3213a59_187d53d4470_126e,5334002,3589,An der Wurm
strassennamen.fid--3213a59_187d53d4470_126f,5334002,3590,Am Gastes
strassennamen.fid--3213a59_187d53d4470_1270,5334002,3591,Nirmer Weg
strassennamen.fid--3213a59_187d53d4470_1271,5334002,3592,Pannhauser Winkel
strassennamen.fid--3213a59_187d53d4470_1272,5334002,3593,Camp Pirotte
strassennamen.fid--3213a59_187d53d4470_1273,5334002,3594,Im Erdbeerfeld
strassennamen.fid--3213a59_187d53d4470_1274,5334002,3595,Marita-Loersch-Weg
strassennamen.fid--3213a59_187d53d4470_1275,5334002,3596,Henger Herrjotts Fott
strassennamen.fid--3213a59_187d53d4470_1276,5334002,3597,Am Alten Kloster
strassennamen.fid--3213a59_187d53d4470_1277,5334002,3598,Rollefhof
strassennamen.fid--3213a59_187d53d4470_1278,5334002,3599,An der Unterbahn
strassennamen.fid--3213a59_187d53d4470_1279,5334002,3600,Gut Lehmkülchen
strassennamen.fid--3213a59_187d53d4470_127a,5334002,3601,Auguste-von-Sartorius-Weg
strassennamen.fid--3213a59_187d53d4470_127b,5334002,3602,In Jenem End
strassennamen.fid--3213a59_187d53d4470_127c,5334002,3603,Landoltweg
strassennamen.fid--3213a59_187d53d4470_127d,5334002,3604,An der Kirschkaul
strassennamen.fid--3213a59_187d53d4470_127e,5334002,3605,Franz-Delheid-Straße
strassennamen.fid--3213a59_187d53d4470_127f,5334002,3606,Hubert-Spickernagel-Straße
strassennamen.fid--3213a59_187d53d4470_1280,5334002,3607,Leinergasse
strassennamen.fid--3213a59_187d53d4470_1281,5334002,3608,Maargasse
strassennamen.fid--3213a59_187d53d4470_1282,5334002,3609,Maarwinkel
strassennamen.fid--3213a59_187d53d4470_1283,5334002,3610,Reutersgasse
strassennamen.fid--3213a59_187d53d4470_1284,5334002,3611,Steinrötsch
strassennamen.fid--3213a59_187d53d4470_1285,5334002,3612,Im Gödersfeld
strassennamen.fid--3213a59_187d53d4470_1286,5334002,3613,Pfarrer-Henn-Weg
strassennamen.fid--3213a59_187d53d4470_1287,5334002,3614,Brander-Feld-Weg
strassennamen.fid--3213a59_187d53d4470_1288,5334002,3615,Mathias-Wilms-Platz
strassennamen.fid--3213a59_187d53d4470_1289,5334002,3616,Im Klostergarten
strassennamen.fid--3213a59_187d53d4470_128a,5334002,3617,Arlingtonstraße
strassennamen.fid--3213a59_187d53d4470_128b,5334002,3618,Kostromastraße
strassennamen.fid--3213a59_187d53d4470_128c,5334002,3619,Ningbostraße
strassennamen.fid--3213a59_187d53d4470_128d,5334002,3620,Naumburger Straße
strassennamen.fid--3213a59_187d53d4470_128e,5334002,3621,Niersteiner Weg
strassennamen.fid--3213a59_187d53d4470_128f,5334002,3622,Strüverwinkel
strassennamen.fid--3213a59_187d53d4470_1290,5334002,3623,Professor-Wieler-Straße
strassennamen.fid--3213a59_187d53d4470_1291,5334002,3624,Friedensweg
strassennamen.fid--3213a59_187d53d4470_1292,5334002,3626,August-Macke-Straße
strassennamen.fid--3213a59_187d53d4470_1293,5334002,3627,Paul-Klee-Straße
strassennamen.fid--3213a59_187d53d4470_1294,5334002,3628,Max-Pechstein-Straße
strassennamen.fid--3213a59_187d53d4470_1295,5334002,3629,Franz-Marc-Straße
strassennamen.fid--3213a59_187d53d4470_1296,5334002,3630,Christian-Quix-Straße
strassennamen.fid--3213a59_187d53d4470_1297,5334002,3631,Wingertsberggasse
strassennamen.fid--3213a59_187d53d4470_1298,5334002,3632,AachenMünchener-Platz
strassennamen.fid--3213a59_187d53d4470_1299,5334002,3633,Am Alten Kalkwerk
strassennamen.fid--3213a59_187d53d4470_129a,5334002,3634,Alter Schlachthof
strassennamen.fid--3213a59_187d53d4470_129b,5334002,3635,Dohlenweg
strassennamen.fid--3213a59_187d53d4470_129c,5334002,3636,Heidbendenstraße
strassennamen.fid--3213a59_187d53d4470_129d,5334002,3637,An den Rollefwiesen
strassennamen.fid--3213a59_187d53d4470_129e,5334002,3638,Anne-Frank-Straße
strassennamen.fid--3213a59_187d53d4470_129f,5334002,3639,Am Gutshof
strassennamen.fid--3213a59_187d53d4470_12a0,5334002,3640,Raphaelshöfe
strassennamen.fid--3213a59_187d53d4470_12a1,5334002,3641,Im Vennbahnbogen
strassennamen.fid--3213a59_187d53d4470_12a2,5334002,3642,Am Sportpark Soers
strassennamen.fid--3213a59_187d53d4470_12a3,5334002,3643,Sutroweg
strassennamen.fid--3213a59_187d53d4470_12a4,5334002,3644,Papiermühlenweg
strassennamen.fid--3213a59_187d53d4470_12a5,5334002,3645,Gewerbepark Brand
strassennamen.fid--3213a59_187d53d4470_12a6,5334002,3646,August-Körver-Weg
strassennamen.fid--3213a59_187d53d4470_12a7,5334002,3647,Schroufer Damm
strassennamen.fid--3213a59_187d53d4470_12a8,5334002,3648,Campus-Boulevard
strassennamen.fid--3213a59_187d53d4470_12a9,5334002,3649,Wilfried-König-Straße
strassennamen.fid--3213a59_187d53d4470_12aa,5334002,3650,Doris-Schachner-Straße
strassennamen.fid--3213a59_187d53d4470_12ab,5334002,3651,Alois-Riedler-Straße
strassennamen.fid--3213a59_187d53d4470_12ac,5334002,3652,Maria-Lipp-Straße
strassennamen.fid--3213a59_187d53d4470_12ad,5334002,3653,Am Kraftversorgungsturm
strassennamen.fid--3213a59_187d53d4470_12ae,5334002,3654,Schloss-Rahe-Winkel
strassennamen.fid--3213a59_187d53d4470_12af,5334002,3655,Alter Tivoli
strassennamen.fid--3213a59_187d53d4470_12b0,5334002,3656,An der Haupttribüne
strassennamen.fid--3213a59_187d53d4470_12b1,5334002,3657,Würselener Wall
strassennamen.fid--3213a59_187d53d4470_12b2,5334002,3658,Stadionweg
strassennamen.fid--3213a59_187d53d4470_12b3,5334002,3659,Alemannenstraße
strassennamen.fid--3213a59_187d53d4470_12b4,5334002,3660,In den Kronprinzengärten
strassennamen.fid--3213a59_187d53d4470_12b5,5334002,3661,Hugo-Baurmann-Weg
strassennamen.fid--3213a59_187d53d4470_12b6,5334002,3662,Gut Grenzhof
strassennamen.fid--3213a59_187d53d4470_12b7,5334002,3663,Abteiblick
strassennamen.fid--3213a59_187d53d4470_12b8,5334002,3664,An der alten Waggonfabrik
strassennamen.fid--3213a59_187d53d4470_12b9,5334002,3665,An der alten Ziegelei
strassennamen.fid--3213a59_187d53d4470_12ba,5334002,3666,Holunderweg
strassennamen.fid--3213a59_187d53d4470_12bb,5334002,3667,Sanddornweg
strassennamen.fid--3213a59_187d53d4470_12bc,5334002,3668,Schlehenweg
strassennamen.fid--3213a59_187d53d4470_12bd,5334002,3669,Prinzenhof
strassennamen.fid--3213a59_187d53d4470_12be,5334002,3670,Wildenhofweg
strassennamen.fid--3213a59_187d53d4470_12bf,5334002,3671,An der Schmit
strassennamen.fid--3213a59_187d53d4470_12c0,5334002,3672,Am Sandhäuschen
strassennamen.fid--3213a59_187d53d4470_12c1,5334002,3673,An der Birk
strassennamen.fid--3213a59_187d53d4470_12c2,5334002,3674,Im Roth
strassennamen.fid--3213a59_187d53d4470_12c3,5334002,3675,Moscheeplatz
strassennamen.fid--3213a59_187d53d4470_12c4,5334002,3676,Am Guten Hirten
strassennamen.fid--3213a59_187d53d4470_12c5,5334002,3677,Süsterfeldwinkel
strassennamen.fid--3213a59_187d53d4470_12c6,5334002,3678,Gabriele-Münter-Straße
strassennamen.fid--3213a59_187d53d4470_12c7,5334002,3679,Hanns-Bolz-Straße
strassennamen.fid--3213a59_187d53d4470_12c8,5334002,3680,Wassily-Kandinsky-Straße
strassennamen.fid--3213a59_187d53d4470_12c9,5334002,3681,Max-Ernst-Straße
strassennamen.fid--3213a59_187d53d4470_12ca,5334002,3682,An der alten Tuchfabrik
strassennamen.fid--3213a59_187d53d4470_12cb,5334002,3683,Webergasse
strassennamen.fid--3213a59_187d53d4470_12cc,5334002,3684,Gravensteinerstraße
strassennamen.fid--3213a59_187d53d4470_12cd,5334002,3685,Mirabellenweg
strassennamen.fid--3213a59_187d53d4470_12ce,5334002,3686,Münsterbirnenweg
strassennamen.fid--3213a59_187d53d4470_12cf,5334002,3687,Quittenweg
strassennamen.fid--3213a59_187d53d4470_12d0,5334002,3688,Renettenweg
strassennamen.fid--3213a59_187d53d4470_12d1,5334002,3689,Winkelgasse
strassennamen.fid--3213a59_187d53d4470_12d2,5334002,3690,Gert-Engels-Platz
strassennamen.fid--3213a59_187d53d4470_12d3,5334002,3691,Platz der Kinderrechte
strassennamen.fid--3213a59_187d53d4470_12d4,5334002,3692,Klenkeshof
